id;name;active;state_id;created_by
92;Porto Acre;true;1;system
93;Porto Walter;true;1;system
94;Rio Branco;true;1;system
95;Rodrigues Alves;true;1;system
96;Santa Rosa do Purus;true;1;system
97;Sena Madureira;true;1;system
98;Senador Guiomard;true;1;system
99;Tarauacá;true;1;system
100;Xapuri;true;1;system
101;Água Branca;true;2;system
102;Anadia;true;2;system
103;Arapiraca;true;2;system
104;Atalaia;true;2;system
105;Barra de Santo Antônio;true;2;system
106;Barra de São Miguel;true;2;system
107;Batalha;true;2;system
108;Belém;true;2;system
109;Belo Monte;true;2;system
110;Boca da Mata;true;2;system
111;Branquinha;true;2;system
112;Cacimbinhas;true;2;system
113;Cajueiro;true;2;system
114;Campestre;true;2;system
115;Campo Alegre;true;2;system
116;Campo Grande;true;2;system
117;Canapi;true;2;system
118;Capela;true;2;system
119;Carneiros;true;2;system
120;Chã Preta;true;2;system
121;Coité do Nóia;true;2;system
122;Colônia Leopoldina;true;2;system
123;Coqueiro Seco;true;2;system
124;Coruripe;true;2;system
125;Craíbas;true;2;system
126;Delmiro Gouveia;true;2;system
127;Dois Riachos;true;2;system
128;Estrela de Alagoas;true;2;system
129;Feira Grande;true;2;system
130;Feliz Deserto;true;2;system
131;Flexeiras;true;2;system
132;Girau do Ponciano;true;2;system
133;Ibateguara;true;2;system
134;Igaci;true;2;system
135;Igreja Nova;true;2;system
136;Inhapi;true;2;system
137;Jacaré dos Homens;true;2;system
138;Jacuípe;true;2;system
139;Japaratinga;true;2;system
140;Jaramataia;true;2;system
141;Jequiá da Praia;true;2;system
142;Joaquim Gomes;true;2;system
143;Jundiá;true;2;system
144;Junqueiro;true;2;system
145;Lagoa da Canoa;true;2;system
146;Limoeiro de Anadia;true;2;system
147;Maceió;true;2;system
148;Major Isidoro;true;2;system
149;Mar Vermelho;true;2;system
150;Maragogi;true;2;system
151;Maravilha;true;2;system
152;Marechal Deodoro;true;2;system
153;Maribondo;true;2;system
154;Mata Grande;true;2;system
155;Matriz de Camaragibe;true;2;system
156;Messias;true;2;system
157;Minador do Negrão;true;2;system
158;Monteirópolis;true;2;system
159;Murici;true;2;system
160;Novo Lino;true;2;system
161;Olho d`Água das Flores;true;2;system
162;Olho d`Água do Casado;true;2;system
163;Olho d`Água Grande;true;2;system
164;Olivença;true;2;system
165;Ouro Branco;true;2;system
166;Palestina;true;2;system
167;Palmeira dos Índios;true;2;system
168;Pão de Açúcar;true;2;system
169;Pariconha;true;2;system
170;Paripueira;true;2;system
171;Passo de Camaragibe;true;2;system
172;Paulo Jacinto;true;2;system
173;Penedo;true;2;system
174;Piaçabuçu;true;2;system
175;Pilar;true;2;system
176;Pindoba;true;2;system
177;Piranhas;true;2;system
178;Poço das Trincheiras;true;2;system
179;Porto Calvo;true;2;system
180;Porto de Pedras;true;2;system
181;Porto Real do Colégio;true;2;system
182;Quebrangulo;true;2;system
183;Rio Largo;true;2;system
184;Roteiro;true;2;system
185;Santa Luzia do Norte;true;2;system
186;Santana do Ipanema;true;2;system
187;Santana do Mundaú;true;2;system
188;São Brás;true;2;system
189;São José da Laje;true;2;system
190;São José da Tapera;true;2;system
191;São Luís do Quitunde;true;2;system
192;São Miguel dos Campos;true;2;system
193;São Miguel dos Milagres;true;2;system
194;São Sebastião;true;2;system
195;Satuba;true;2;system
196;Senador Rui Palmeira;true;2;system
197;Tanque d`Arca;true;2;system
198;Taquarana;true;2;system
199;Teotônio Vilela;true;2;system
200;Traipu;true;2;system
201;União dos Palmares;true;2;system
202;Viçosa;true;2;system
203;Amapá;true;4;system
204;Calçoene;true;4;system
205;Cutias;true;4;system
206;Ferreira Gomes;true;4;system
207;Itaubal;true;4;system
208;Laranjal do Jari;true;4;system
209;Macapá;true;4;system
210;Mazagão;true;4;system
211;Oiapoque;true;4;system
212;Pedra Branca do Amaparí;true;4;system
213;Porto Grande;true;4;system
214;Pracuúba;true;4;system
215;Santana;true;4;system
216;Serra do Navio;true;4;system
217;Tartarugalzinho;true;4;system
218;Vitória do Jari;true;4;system
219;Alvarães;true;3;system
220;Amaturá;true;3;system
221;Anamã;true;3;system
222;Anori;true;3;system
223;Apuí;true;3;system
224;Atalaia do Norte;true;3;system
225;Autazes;true;3;system
226;Barcelos;true;3;system
227;Barreirinha;true;3;system
228;Benjamin Constant;true;3;system
229;Beruri;true;3;system
230;Boa Vista do Ramos;true;3;system
231;Boca do Acre;true;3;system
232;Borba;true;3;system
233;Caapiranga;true;3;system
234;Canutama;true;3;system
235;Carauari;true;3;system
236;Careiro;true;3;system
237;Careiro da Várzea;true;3;system
238;Coari;true;3;system
239;Codajás;true;3;system
240;Eirunepé;true;3;system
241;Envira;true;3;system
242;Fonte Boa;true;3;system
243;Guajará;true;3;system
244;Humaitá;true;3;system
245;Ipixuna;true;3;system
246;Iranduba;true;3;system
247;Itacoatiara;true;3;system
248;Itamarati;true;3;system
249;Itapiranga;true;3;system
250;Japurá;true;3;system
251;Juruá;true;3;system
252;Jutaí;true;3;system
253;Lábrea;true;3;system
254;Manacapuru;true;3;system
255;Manaquiri;true;3;system
256;Manaus;true;3;system
257;Manicoré;true;3;system
258;Maraã;true;3;system
259;Maués;true;3;system
260;Nhamundá;true;3;system
261;Nova Olinda do Norte;true;3;system
262;Novo Airão;true;3;system
263;Novo Aripuanã;true;3;system
264;Parintins;true;3;system
265;Pauini;true;3;system
266;Presidente Figueiredo;true;3;system
267;Rio Preto da Eva;true;3;system
268;Santa Isabel do Rio Negro;true;3;system
269;Santo Antônio do Içá;true;3;system
270;São Gabriel da Cachoeira;true;3;system
271;São Paulo de Olivença;true;3;system
272;São Sebastião do Uatumã;true;3;system
273;Silves;true;3;system
274;Tabatinga;true;3;system
275;Tapauá;true;3;system
276;Tefé;true;3;system
277;Tonantins;true;3;system
278;Uarini;true;3;system
279;Urucará;true;3;system
280;Urucurituba;true;3;system
281;Abaíra;true;5;system
282;Abaré;true;5;system
283;Acajutiba;true;5;system
284;Adustina;true;5;system
285;Água Fria;true;5;system
286;Aiquara;true;5;system
287;Alagoinhas;true;5;system
288;Alcobaça;true;5;system
289;Almadina;true;5;system
290;Amargosa;true;5;system
291;Amélia Rodrigues;true;5;system
292;América Dourada;true;5;system
293;Anagé;true;5;system
294;Andaraí;true;5;system
295;Andorinha;true;5;system
296;Angical;true;5;system
297;Anguera;true;5;system
298;Antas;true;5;system
299;Antônio Cardoso;true;5;system
300;Antônio Gonçalves;true;5;system
301;Aporá;true;5;system
302;Apuarema;true;5;system
303;Araças;true;5;system
304;Aracatu;true;5;system
305;Araci;true;5;system
306;Aramari;true;5;system
307;Arataca;true;5;system
308;Aratuípe;true;5;system
309;Aurelino Leal;true;5;system
310;Baianópolis;true;5;system
311;Baixa Grande;true;5;system
312;Banzaê;true;5;system
313;Barra;true;5;system
314;Barra da Estiva;true;5;system
315;Barra do Choça;true;5;system
316;Barra do Mendes;true;5;system
317;Barra do Rocha;true;5;system
318;Barreiras;true;5;system
319;Barro Alto;true;5;system
320;Barro Preto (antigo Gov. Lomanto Jr.);true;5;system
321;Barrocas;true;5;system
322;Belmonte;true;5;system
323;Belo Campo;true;5;system
324;Biritinga;true;5;system
325;Boa Nova;true;5;system
326;Boa Vista do Tupim;true;5;system
327;Bom Jesus da Lapa;true;5;system
328;Bom Jesus da Serra;true;5;system
329;Boninal;true;5;system
330;Bonito;true;5;system
331;Boquira;true;5;system
332;Botuporã;true;5;system
333;Brejões;true;5;system
334;Brejolândia;true;5;system
335;Brotas de Macaúbas;true;5;system
336;Brumado;true;5;system
337;Buerarema;true;5;system
338;Buritirama;true;5;system
339;Caatiba;true;5;system
340;Cabaceiras do Paraguaçu;true;5;system
341;Cachoeira;true;5;system
342;Caculé;true;5;system
343;Caém;true;5;system
344;Caetanos;true;5;system
345;Caetité;true;5;system
346;Cafarnaum;true;5;system
347;Cairu;true;5;system
348;Caldeirão Grande;true;5;system
349;Camacan;true;5;system
350;Camaçari;true;5;system
351;Camamu;true;5;system
352;Campo Alegre de Lourdes;true;5;system
353;Campo Formoso;true;5;system
354;Canápolis;true;5;system
355;Canarana;true;5;system
356;Canavieiras;true;5;system
357;Candeal;true;5;system
358;Candeias;true;5;system
359;Candiba;true;5;system
360;Cândido Sales;true;5;system
361;Cansanção;true;5;system
362;Canudos;true;5;system
363;Capela do Alto Alegre;true;5;system
364;Capim Grosso;true;5;system
365;Caraíbas;true;5;system
366;Caravelas;true;5;system
367;Cardeal da Silva;true;5;system
368;Carinhanha;true;5;system
369;Casa Nova;true;5;system
370;Castro Alves;true;5;system
371;Catolândia;true;5;system
372;Catu;true;5;system
373;Caturama;true;5;system
374;Central;true;5;system
375;Chorrochó;true;5;system
376;Cícero Dantas;true;5;system
377;Cipó;true;5;system
378;Coaraci;true;5;system
379;Cocos;true;5;system
380;Conceição da Feira;true;5;system
381;Conceição do Almeida;true;5;system
382;Conceição do Coité;true;5;system
383;Conceição do Jacuípe;true;5;system
384;Conde;true;5;system
385;Condeúba;true;5;system
386;Contendas do Sincorá;true;5;system
387;Coração de Maria;true;5;system
388;Cordeiros;true;5;system
389;Coribe;true;5;system
390;Coronel João Sá;true;5;system
391;Correntina;true;5;system
392;Cotegipe;true;5;system
393;Cravolândia;true;5;system
394;Crisópolis;true;5;system
395;Cristópolis;true;5;system
396;Cruz das Almas;true;5;system
397;Curaçá;true;5;system
398;Dário Meira;true;5;system
399;Dias d`Ávila;true;5;system
400;Dom Basílio;true;5;system
401;Dom Macedo Costa;true;5;system
402;Elísio Medrado;true;5;system
403;Encruzilhada;true;5;system
404;Entre Rios;true;5;system
405;Érico Cardoso;true;5;system
406;Esplanada;true;5;system
407;Euclides da Cunha;true;5;system
408;Eunápolis;true;5;system
409;Fátima;true;5;system
410;Feira da Mata;true;5;system
411;Feira de Santana;true;5;system
412;Filadélfia;true;5;system
413;Firmino Alves;true;5;system
414;Floresta Azul;true;5;system
415;Formosa do Rio Preto;true;5;system
416;Gandu;true;5;system
417;Gavião;true;5;system
418;Gentio do Ouro;true;5;system
419;Glória;true;5;system
420;Gongogi;true;5;system
421;Governador Mangabeira;true;5;system
422;Guajeru;true;5;system
423;Guanambi;true;5;system
424;Guaratinga;true;5;system
425;Heliópolis;true;5;system
426;Iaçu;true;5;system
427;Ibiassucê;true;5;system
428;Ibicaraí;true;5;system
429;Ibicoara;true;5;system
430;Ibicuí;true;5;system
431;Ibipeba;true;5;system
432;Ibipitanga;true;5;system
433;Ibiquera;true;5;system
434;Ibirapitanga;true;5;system
435;Ibirapuã;true;5;system
436;Ibirataia;true;5;system
437;Ibitiara;true;5;system
438;Ibititá;true;5;system
439;Ibotirama;true;5;system
440;Ichu;true;5;system
441;Igaporã;true;5;system
442;Igrapiúna;true;5;system
443;Iguaí;true;5;system
444;Ilhéus;true;5;system
445;Inhambupe;true;5;system
446;Ipecaetá;true;5;system
447;Ipiaú;true;5;system
448;Ipirá;true;5;system
449;Ipupiara;true;5;system
450;Irajuba;true;5;system
451;Iramaia;true;5;system
452;Iraquara;true;5;system
453;Irará;true;5;system
454;Irecê;true;5;system
455;Itabela;true;5;system
456;Itaberaba;true;5;system
457;Itabuna;true;5;system
458;Itacaré;true;5;system
459;Itaeté;true;5;system
460;Itagi;true;5;system
461;Itagibá;true;5;system
462;Itagimirim;true;5;system
463;Itaguaçu da Bahia;true;5;system
464;Itaju do Colônia;true;5;system
465;Itajuípe;true;5;system
466;Itamaraju;true;5;system
467;Itamari;true;5;system
468;Itambé;true;5;system
469;Itanagra;true;5;system
470;Itanhém;true;5;system
471;Itaparica;true;5;system
472;Itapé;true;5;system
473;Itapebi;true;5;system
474;Itapetinga;true;5;system
475;Itapicuru;true;5;system
476;Itapitanga;true;5;system
477;Itaquara;true;5;system
478;Itarantim;true;5;system
479;Itatim;true;5;system
480;Itiruçu;true;5;system
481;Itiúba;true;5;system
482;Itororó;true;5;system
483;Ituaçu;true;5;system
484;Ituberá;true;5;system
485;Iuiú;true;5;system
486;Jaborandi;true;5;system
487;Jacaraci;true;5;system
488;Jacobina;true;5;system
489;Jaguaquara;true;5;system
490;Jaguarari;true;5;system
491;Jaguaripe;true;5;system
492;Jandaíra;true;5;system
493;Jequié;true;5;system
494;Jeremoabo;true;5;system
495;Jiquiriçá;true;5;system
496;Jitaúna;true;5;system
497;João Dourado;true;5;system
498;Juazeiro;true;5;system
499;Jucuruçu;true;5;system
500;Jussara;true;5;system
501;Jussari;true;5;system
502;Jussiape;true;5;system
503;Lafaiete Coutinho;true;5;system
504;Lagoa Real;true;5;system
505;Laje;true;5;system
506;Lajedão;true;5;system
507;Lajedinho;true;5;system
508;Lajedo do Tabocal;true;5;system
509;Lamarão;true;5;system
510;Lapão;true;5;system
511;Lauro de Freitas;true;5;system
512;Lençóis;true;5;system
513;Licínio de Almeida;true;5;system
514;Livramento de Nossa Senhora;true;5;system
515;Luís Eduardo Magalhães;true;5;system
516;Macajuba;true;5;system
517;Macarani;true;5;system
518;Macaúbas;true;5;system
519;Macururé;true;5;system
520;Madre de Deus;true;5;system
521;Maetinga;true;5;system
522;Maiquinique;true;5;system
523;Mairi;true;5;system
524;Malhada;true;5;system
525;Malhada de Pedras;true;5;system
526;Manoel Vitorino;true;5;system
527;Mansidão;true;5;system
528;Maracás;true;5;system
529;Maragogipe;true;5;system
530;Maraú;true;5;system
531;Marcionílio Souza;true;5;system
532;Mascote;true;5;system
533;Mata de São João;true;5;system
534;Matina;true;5;system
535;Medeiros Neto;true;5;system
536;Miguel Calmon;true;5;system
537;Milagres;true;5;system
538;Mirangaba;true;5;system
539;Mirante;true;5;system
540;Monte Santo;true;5;system
541;Morpará;true;5;system
542;Morro do Chapéu;true;5;system
543;Mortugaba;true;5;system
544;Mucugê;true;5;system
545;Mucuri;true;5;system
546;Mulungu do Morro;true;5;system
547;Mundo Novo;true;5;system
548;Muniz Ferreira;true;5;system
549;Muquém de São Francisco;true;5;system
550;Muritiba;true;5;system
551;Mutuípe;true;5;system
552;Nazaré;true;5;system
553;Nilo Peçanha;true;5;system
554;Nordestina;true;5;system
555;Nova Canaã;true;5;system
556;Nova Fátima;true;5;system
557;Nova Ibiá;true;5;system
558;Nova Itarana;true;5;system
559;Nova Redenção;true;5;system
560;Nova Soure;true;5;system
561;Nova Viçosa;true;5;system
562;Novo Horizonte;true;5;system
563;Novo Triunfo;true;5;system
564;Olindina;true;5;system
565;Oliveira dos Brejinhos;true;5;system
566;Ouriçangas;true;5;system
567;Ourolândia;true;5;system
568;Palmas de Monte Alto;true;5;system
569;Palmeiras;true;5;system
570;Paramirim;true;5;system
571;Paratinga;true;5;system
572;Paripiranga;true;5;system
573;Pau Brasil;true;5;system
574;Paulo Afonso;true;5;system
575;Pé de Serra;true;5;system
576;Pedrão;true;5;system
577;Pedro Alexandre;true;5;system
578;Piatã;true;5;system
579;Pilão Arcado;true;5;system
580;Pindaí;true;5;system
581;Pindobaçu;true;5;system
582;Pintadas;true;5;system
583;Piraí do Norte;true;5;system
584;Piripá;true;5;system
585;Piritiba;true;5;system
586;Planaltino;true;5;system
587;Planalto;true;5;system
588;Poções;true;5;system
589;Pojuca;true;5;system
590;Ponto Novo;true;5;system
591;Porto Seguro;true;5;system
592;Potiraguá;true;5;system
593;Prado;true;5;system
594;Presidente Dutra;true;5;system
595;Presidente Jânio Quadros;true;5;system
596;Presidente Tancredo Neves;true;5;system
597;Queimadas;true;5;system
598;Quijingue;true;5;system
599;Quixabeira;true;5;system
600;Rafael Jambeiro;true;5;system
601;Remanso;true;5;system
602;Retirolândia;true;5;system
603;Riachão das Neves;true;5;system
604;Riachão do Jacuípe;true;5;system
605;Riacho de Santana;true;5;system
606;Ribeira do Amparo;true;5;system
607;Ribeira do Pombal;true;5;system
608;Ribeirão do Largo;true;5;system
609;Rio de Contas;true;5;system
610;Rio do Antônio;true;5;system
611;Rio do Pires;true;5;system
612;Rio Real;true;5;system
613;Rodelas;true;5;system
614;Ruy Barbosa;true;5;system
615;Salinas da Margarida;true;5;system
616;Salvador;true;5;system
617;Santa Bárbara;true;5;system
618;Santa Brígida;true;5;system
619;Santa Cruz Cabrália;true;5;system
620;Santa Cruz da Vitória;true;5;system
621;Santa Inês;true;5;system
622;Santa Luzia;true;5;system
623;Santa Maria da Vitória;true;5;system
624;Santa Rita de Cássia;true;5;system
625;Santa Teresinha;true;5;system
626;Santaluz;true;5;system
627;Santana;true;5;system
628;Santanópolis;true;5;system
629;Santo Amaro;true;5;system
630;Santo Antônio de Jesus;true;5;system
631;Santo Estêvão;true;5;system
632;São Desidério;true;5;system
633;São Domingos;true;5;system
634;São Felipe;true;5;system
635;São Félix;true;5;system
636;São Félix do Coribe;true;5;system
637;São Francisco do Conde;true;5;system
638;São Gabriel;true;5;system
639;São Gonçalo dos Campos;true;5;system
640;São José da Vitória;true;5;system
641;São José do Jacuípe;true;5;system
642;São Miguel das Matas;true;5;system
643;São Sebastião do Passé;true;5;system
644;Sapeaçu;true;5;system
645;Sátiro Dias;true;5;system
646;Saubara;true;5;system
647;Saúde;true;5;system
648;Seabra;true;5;system
649;Sebastião Laranjeiras;true;5;system
650;Senhor do Bonfim;true;5;system
651;Sento Sé;true;5;system
652;Serra do Ramalho;true;5;system
653;Serra Dourada;true;5;system
654;Serra Preta;true;5;system
655;Serrinha;true;5;system
656;Serrolândia;true;5;system
657;Simões Filho;true;5;system
658;Sítio do Mato;true;5;system
659;Sítio do Quinto;true;5;system
660;Sobradinho;true;5;system
661;Souto Soares;true;5;system
662;Tabocas do Brejo Velho;true;5;system
663;Tanhaçu;true;5;system
664;Tanque Novo;true;5;system
665;Tanquinho;true;5;system
666;Taperoá;true;5;system
667;Tapiramutá;true;5;system
668;Teixeira de Freitas;true;5;system
669;Teodoro Sampaio;true;5;system
670;Teofilândia;true;5;system
671;Teolândia;true;5;system
672;Terra Nova;true;5;system
673;Tremedal;true;5;system
674;Tucano;true;5;system
675;Uauá;true;5;system
676;Ubaíra;true;5;system
677;Ubaitaba;true;5;system
678;Ubatã;true;5;system
679;Uibaí;true;5;system
680;Umburanas;true;5;system
681;Una;true;5;system
682;Urandi;true;5;system
683;Uruçuca;true;5;system
684;Utinga;true;5;system
685;Valença;true;5;system
686;Valente;true;5;system
687;Várzea da Roça;true;5;system
688;Várzea do Poço;true;5;system
689;Várzea Nova;true;5;system
690;Varzedo;true;5;system
691;Vera Cruz;true;5;system
692;Vereda;true;5;system
693;Vitória da Conquista;true;5;system
694;Wagner;true;5;system
695;Wanderley;true;5;system
696;Wenceslau Guimarães;true;5;system
697;Xique-Xique;true;5;system
698;Abaiara;true;6;system
699;Acarape;true;6;system
700;Acaraú;true;6;system
701;Acopiara;true;6;system
702;Aiuaba;true;6;system
703;Alcântaras;true;6;system
704;Altaneira;true;6;system
705;Alto Santo;true;6;system
706;Amontada;true;6;system
707;Antonina do Norte;true;6;system
708;Apuiarés;true;6;system
709;Aquiraz;true;6;system
710;Aracati;true;6;system
711;Aracoiaba;true;6;system
712;Ararendá;true;6;system
713;Araripe;true;6;system
714;Aratuba;true;6;system
715;Arneiroz;true;6;system
716;Assaré;true;6;system
717;Aurora;true;6;system
718;Baixio;true;6;system
719;Banabuiú;true;6;system
720;Barbalha;true;6;system
721;Barreira;true;6;system
722;Barro;true;6;system
723;Barroquinha;true;6;system
724;Baturité;true;6;system
725;Beberibe;true;6;system
726;Bela Cruz;true;6;system
727;Boa Viagem;true;6;system
728;Brejo Santo;true;6;system
729;Camocim;true;6;system
730;Campos Sales;true;6;system
731;Canindé;true;6;system
732;Capistrano;true;6;system
733;Caridade;true;6;system
734;Cariré;true;6;system
735;Caririaçu;true;6;system
736;Cariús;true;6;system
737;Carnaubal;true;6;system
738;Cascavel;true;6;system
739;Catarina;true;6;system
740;Catunda;true;6;system
741;Caucaia;true;6;system
742;Cedro;true;6;system
743;Chaval;true;6;system
744;Choró;true;6;system
745;Chorozinho;true;6;system
746;Coreaú;true;6;system
747;Crateús;true;6;system
748;Crato;true;6;system
749;Croatá;true;6;system
750;Cruz;true;6;system
751;Deputado Irapuan Pinheiro;true;6;system
752;Ererê;true;6;system
753;Eusébio;true;6;system
754;Farias Brito;true;6;system
755;Forquilha;true;6;system
756;Fortaleza;true;6;system
757;Fortim;true;6;system
758;Frecheirinha;true;6;system
759;General Sampaio;true;6;system
760;Graça;true;6;system
761;Granja;true;6;system
762;Granjeiro;true;6;system
763;Groaíras;true;6;system
764;Guaiúba;true;6;system
765;Guaraciaba do Norte;true;6;system
766;Guaramiranga;true;6;system
767;Hidrolândia;true;6;system
768;Horizonte;true;6;system
769;Ibaretama;true;6;system
770;Ibiapina;true;6;system
771;Ibicuitinga;true;6;system
772;Icapuí;true;6;system
773;Icó;true;6;system
774;Iguatu;true;6;system
775;Independência;true;6;system
776;Ipaporanga;true;6;system
777;Ipaumirim;true;6;system
778;Ipu;true;6;system
779;Ipueiras;true;6;system
780;Iracema;true;6;system
781;Irauçuba;true;6;system
782;Itaiçaba;true;6;system
783;Itaitinga;true;6;system
784;Itapagé;true;6;system
785;Itapipoca;true;6;system
786;Itapiúna;true;6;system
787;Itarema;true;6;system
788;Itatira;true;6;system
789;Jaguaretama;true;6;system
790;Jaguaribara;true;6;system
791;Jaguaribe;true;6;system
792;Jaguaruana;true;6;system
793;Jardim;true;6;system
794;Jati;true;6;system
795;Jijoca de Jericoacoara;true;6;system
796;Juazeiro do Norte;true;6;system
797;Jucás;true;6;system
798;Lavras da Mangabeira;true;6;system
799;Limoeiro do Norte;true;6;system
800;Madalena;true;6;system
801;Maracanaú;true;6;system
802;Maranguape;true;6;system
803;Marco;true;6;system
804;Martinópole;true;6;system
805;Massapê;true;6;system
806;Mauriti;true;6;system
807;Meruoca;true;6;system
808;Milagres;true;6;system
809;Milhã;true;6;system
810;Miraíma;true;6;system
811;Missão Velha;true;6;system
812;Mombaça;true;6;system
813;Monsenhor Tabosa;true;6;system
814;Morada Nova;true;6;system
815;Moraújo;true;6;system
816;Morrinhos;true;6;system
817;Mucambo;true;6;system
818;Mulungu;true;6;system
819;Nova Olinda;true;6;system
820;Nova Russas;true;6;system
821;Novo Oriente;true;6;system
822;Ocara;true;6;system
823;Orós;true;6;system
824;Pacajus;true;6;system
825;Pacatuba;true;6;system
826;Pacoti;true;6;system
827;Pacujá;true;6;system
828;Palhano;true;6;system
829;Palmácia;true;6;system
830;Paracuru;true;6;system
831;Paraipaba;true;6;system
832;Parambu;true;6;system
833;Paramoti;true;6;system
834;Pedra Branca;true;6;system
835;Penaforte;true;6;system
836;Pentecoste;true;6;system
837;Pereiro;true;6;system
838;Pindoretama;true;6;system
839;Piquet Carneiro;true;6;system
840;Pires Ferreira;true;6;system
841;Poranga;true;6;system
842;Porteiras;true;6;system
843;Potengi;true;6;system
844;Potiretama;true;6;system
845;Quiterianópolis;true;6;system
846;Quixadá;true;6;system
847;Quixelô;true;6;system
848;Quixeramobim;true;6;system
849;Quixeré;true;6;system
850;Redenção;true;6;system
851;Reriutaba;true;6;system
852;Russas;true;6;system
853;Saboeiro;true;6;system
854;Salitre;true;6;system
855;Santa Quitéria;true;6;system
856;Santana do Acaraú;true;6;system
857;Santana do Cariri;true;6;system
858;São Benedito;true;6;system
859;São Gonçalo do Amarante;true;6;system
860;São João do Jaguaribe;true;6;system
861;São Luís do Curu;true;6;system
862;Senador Pompeu;true;6;system
863;Senador Sá;true;6;system
864;Sobral;true;6;system
865;Solonópole;true;6;system
866;Tabuleiro do Norte;true;6;system
867;Tamboril;true;6;system
868;Tarrafas;true;6;system
869;Tauá;true;6;system
870;Tejuçuoca;true;6;system
871;Tianguá;true;6;system
872;Trairi;true;6;system
873;Tururu;true;6;system
874;Ubajara;true;6;system
875;Umari;true;6;system
876;Umirim;true;6;system
877;Uruburetama;true;6;system
878;Uruoca;true;6;system
879;Varjota;true;6;system
880;Várzea Alegre;true;6;system
881;Viçosa do Ceará;true;6;system
882;Brasília;true;7;system
883;Abadia de Goiás;true;9;system
884;Abadiânia;true;9;system
885;Acreúna;true;9;system
886;Adelândia;true;9;system
887;Água Fria de Goiás;true;9;system
888;Água Limpa;true;9;system
889;Águas Lindas de Goiás;true;9;system
890;Alexânia;true;9;system
891;Aloândia;true;9;system
892;Alto Horizonte;true;9;system
893;Alto Paraíso de Goiás;true;9;system
894;Alvorada do Norte;true;9;system
895;Amaralina;true;9;system
896;Americano do Brasil;true;9;system
897;Amorinópolis;true;9;system
898;Anápolis;true;9;system
899;Anhanguera;true;9;system
900;Anicuns;true;9;system
901;Aparecida de Goiânia;true;9;system
902;Aparecida do Rio Doce;true;9;system
903;Aporé;true;9;system
904;Araçu;true;9;system
905;Aragarças;true;9;system
906;Aragoiânia;true;9;system
907;Araguapaz;true;9;system
908;Arenópolis;true;9;system
909;Aruanã;true;9;system
910;Aurilândia;true;9;system
911;Avelinópolis;true;9;system
912;Baliza;true;9;system
